,0,1
0,1301,極洋
1,1332,日本水産
2,1333,マルハニチロ
3,1375,雪国まいたけ
4,1376,カネコ種苗
5,1377,サカタのタネ
6,1379,ホクト
7,1380,秋川牧園
8,1381,アクシーズ
9,1382,ホーブ
10,1383,ベルグアース
11,1384,ホクリヨウ
12,1400,ルーデン・ホールディングス
13,1401,エムビーエス
14,1407,ウエストホールディングス
15,1414,ショーボンドホールディングス
16,1417,ミライト・ワン
17,1418,インターライフホールディングス
18,1419,タマホーム
19,1420,サンヨーホームズ
20,1429,日本アクア
21,1430,ファーストコーポレーション
22,1431,Ｌｉｂ　Ｗｏｒｋ
23,1433,ベステラ
24,1434,ＪＥＳＣＯホールディングス
25,1435,Ｒｏｂｏｔ　Ｈｏｍｅ
26,1436,フィット
27,1438,岐阜造園
28,1439,安江工務店
29,1443,技研ホールディングス
30,1444,ニッソウ
31,1446,キャンディル
32,1447,ＩＴｂｏｏｋホールディングス
33,1450,田中建設工業
34,1451,ＫＨＣ
35,1491,中外鉱業
36,1514,住石ホールディングス
37,1515,日鉄鉱業
38,1518,三井松島ホールディングス
39,1605,ＩＮＰＥＸ
40,1662,石油資源開発
41,1663,Ｋ＆Ｏエナジーグループ
42,1711,ＳＤＳホールディングス
43,1712,ダイセキ環境ソリューション
44,1716,第一カッター興業
45,1717,明豊ファシリティワークス
46,1718,美樹工業
47,1719,安藤・間
48,1720,東急建設
49,1721,コムシスホールディングス
50,1723,日本電技
51,1724,シンクレイヤ
52,1726,ビーアールホールディングス
53,1730,麻生フオームクリート
54,1736,オーテック
55,1739,メルディアＤＣ
56,1743,コーアツ工業
57,1757,中小企業ホールディングス
58,1758,太洋基礎工業
59,1762,高松コンストラクショングループ
60,1764,工藤建設
61,1766,東建コーポレーション
62,1768,ソネック
63,1770,藤田エンジニアリング
64,1775,富士古河Ｅ＆Ｃ
65,1776,三井住建道路
66,1780,ヤマウラ
67,1783,アジアゲートホールディングス
68,1786,オリエンタル白石
69,1787,ナカボーテック
70,1788,三東工業社
71,1789,ＥＴＳホールディングス
72,1793,大本組
73,1795,マサル
74,1798,守谷商会
75,1799,第一建設工業
76,1801,大成建設
77,1802,大林組
78,1803,清水建設
79,1805,飛島建設
80,1807,佐藤渡辺
81,1808,長谷工コーポレーション
82,1810,松井建設
83,1811,錢高組
84,1812,鹿島建設
85,1813,不動テトラ
86,1814,大末建設
87,1815,鉄建建設
88,1820,西松建設
89,1821,三井住友建設
90,1822,大豊建設
91,1826,佐田建設
92,1827,ナカノフドー建設
93,1828,田辺工業
94,1833,奥村組
95,1835,東鉄工業
96,1840,土屋ホールディングス
97,1841,サンユー建設
98,1844,大盛工業
99,1847,イチケン
100,1848,富士ピー・エス
101,1850,南海辰村建設
102,1852,淺沼組
103,1853,森組
104,1860,戸田建設
105,1861,熊谷組
106,1866,北野建設
107,1867,植木組
108,1870,矢作建設工業
109,1871,ピーエス三菱
110,1873,日本ハウスホールディングス
111,1878,大東建託
112,1879,新日本建設
113,1882,東亜道路工業
114,1884,日本道路
115,1885,東亜建設工業
116,1887,日本国土開発
117,1888,若築建設
118,1890,東洋建設
119,1893,五洋建設
120,1897,金下建設
121,1898,世紀東急工業
122,1899,福田組
123,1904,大成温調
124,1905,テノックス
125,1909,日本ドライケミカル
126,1911,住友林業
127,1914,日本基礎技術
128,1921,巴コーポレーション
129,1925,大和ハウス工業
130,1926,ライト工業
131,1928,積水ハウス
132,1929,日特建設
133,1930,北陸電気工事
134,1934,ユアテック
135,1938,日本リーテック
136,1939,四電工
137,1941,中電工
138,1942,関電工
139,1944,きんでん
140,1945,東京エネシス
141,1946,トーエネック
142,1948,弘電社
143,1949,住友電設
144,1950,日本電設工業
145,1951,エクシオグループ
146,1952,新日本空調
147,1954,日本工営
148,1959,九電工
149,1960,サンテック
150,1961,三機工業
151,1963,日揮ホールディングス
152,1964,中外炉工業
153,1965,テクノ菱和
154,1966,高田工業所
155,1967,ヤマト
156,1968,太平電業
157,1969,高砂熱学工業
158,1971,中央ビルト工業
159,1972,三晃金属工業
160,1973,ＮＥＣネッツエスアイ
161,1975,朝日工業社
162,1976,明星工業
163,1979,大氣社
164,1980,ダイダン
165,1981,協和日成
166,1982,日比谷総合設備
167,1992,神田通信機
168,1994,高橋カーテンウォール工業
169,1997,暁飯島工業
170,2001,ニップン
171,2002,日清製粉グループ本社
172,2003,日東富士製粉
173,2004,昭和産業
174,2009,鳥越製粉
175,2053,中部飼料
176,2055,日和産業
177,2060,フィード・ワン
178,2107,東洋精糖
179,2108,日本甜菜製糖
180,2109,ＤＭ三井製糖ホールディングス
181,2112,塩水港精糖
182,2114,フジ日本精糖
183,2117,日新製糖
184,2120,ＬＩＦＵＬＬ
185,2121,ＭＩＸＩ
186,2122,インタースペース
187,2124,ジェイエイシーリクルートメント
188,2127,日本Ｍ＆Ａセンターホールディングス
189,2130,メンバーズ
190,2134,燦キャピタルマネージメント
191,2136,ヒップ
192,2138,クルーズ
193,2139,中広
194,2146,ＵＴグループ
195,2148,アイティメディア
196,2150,ケアネット
197,2152,幼児活動研究会
198,2153,Ｅ・Ｊホールディングス
199,2154,夢真ビーネックスグループ
200,2156,セーラー広告
201,2157,コシダカホールディングス
202,2158,ＦＲＯＮＴＥＯ
203,2160,ジーエヌアイグループ
204,2162,ｎｍｓ　ホールディングス
205,2163,アルトナー
206,2164,地域新聞社
207,2168,パソナグループ
208,2169,ＣＤＳ
209,2170,リンクアンドモチベーション
210,2173,博展
211,2175,エス・エム・エス
212,2179,成学社
213,2180,サニーサイドアップグループ
214,2181,パーソルホールディングス
215,2183,リニカル
216,2185,シイエム・シイ
217,2186,ソーバル
218,2193,クックパッド
219,2195,アミタホールディングス
220,2196,エスクリ
221,2198,アイ・ケイ・ケイホールディングス
222,2201,森永製菓
223,2204,中村屋
224,2206,江崎グリコ
225,2207,名糖産業
226,2208,ブルボン
227,2209,井村屋グループ
228,2211,不二家
229,2212,山崎製パン
230,2215,第一屋製パン
231,2216,カンロ
232,2217,モロゾフ
233,2220,亀田製菓
234,2221,岩塚製菓
235,2222,寿スピリッツ
236,2224,コモ
237,2226,湖池屋
238,2229,カルビー
239,2264,森永乳業
240,2266,六甲バター
241,2267,ヤクルト本社
242,2268,Ｂ−Ｒ　サーティワン　アイスクリーム
243,2269,明治ホールディングス
244,2270,雪印メグミルク
245,2281,プリマハム
246,2282,日本ハム
247,2286,林兼産業
248,2288,丸大食品
249,2291,福留ハム
250,2292,Ｓ　Ｆｏｏｄｓ
251,2293,滝沢ハム
252,2294,柿安本店
253,2296,伊藤ハム米久ホールディングス
254,2300,きょくとう
255,2301,学情
256,2303,ドーン
257,2304,ＣＳＳホールディングス
258,2305,スタジオアリス
259,2307,クロスキャット
260,2309,シミックホールディングス
261,2311,エプコ
262,2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ
263,2317,システナ
264,2321,ソフトフロントホールディングス
265,2323,ｆｏｎｆｕｎ
266,2325,ＮＪＳ
267,2326,デジタルアーツ
268,2327,日鉄ソリューションズ
269,2329,東北新社
270,2330,フォーサイド
271,2331,綜合警備保障
272,2332,クエスト
273,2334,イオレ
274,2335,キューブシステム
275,2337,いちご
276,2338,クオンタムソリューションズ
277,2340,極楽湯ホールディングス
278,2341,アルバイトタイムス
279,2342,トランスジェニック
280,2344,平安レイサービス
281,2345,クシム
282,2349,エヌアイデイ
283,2351,ＡＳＪ
284,2353,日本駐車場開発
285,2354,ＹＥ　ＤＩＧＩＴＡＬ
286,2359,コア
287,2370,メディネット
288,2371,カカクコム
289,2372,アイロムグループ
290,2373,ケア２１
291,2374,セントケア・ホールディング
292,2375,ギグワークス
293,2376,サイネックス
294,2378,ルネサンス
295,2379,ディップ
296,2384,ＳＢＳホールディングス
297,2385,総医研ホールディングス
298,2388,ウェッジホールディングス
299,2389,デジタルホールディングス
300,2391,プラネット
301,2393,日本ケアサプライ
302,2395,新日本科学
303,2397,ＤＮＡチップ研究所
304,2402,アマナ
305,2404,鉄人化計画
306,2408,ＫＧ情報
307,2410,キャリアデザインセンター
308,2411,ゲンダイエージェンシー
309,2412,ベネフィット・ワン
310,2413,エムスリー
311,2415,ヒューマンホールディングス
312,2418,ツカダ・グローバルホールディング
313,2424,ブラス
314,2425,ケアサービス
315,2427,アウトソーシング
316,2428,ウェルネット
317,2429,ワールドホールディングス
318,2432,ディー・エヌ・エー
319,2433,博報堂ＤＹホールディングス
320,2435,シダー
321,2436,共同ピーアール
322,2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ
323,2438,アスカネット
324,2440,ぐるなび
325,2445,タカミヤ
326,2449,プラップジャパン
327,2453,ジャパンベストレスキューシステム
328,2454,オールアバウト
329,2459,アウンコンサルティング
330,2461,ファンコミュニケーションズ
331,2462,ライク
332,2464,ビジネス・ブレークスルー
333,2468,フュートレック
334,2469,ヒビノ
335,2471,エスプール
336,2475,ＷＤＢホールディングス
337,2477,手間いらず
338,2479,ジェイテック
339,2480,システム・ロケーション
340,2481,タウンニュース社
341,2483,翻訳センター
342,2484,出前館
343,2485,ティア
344,2487,ＣＤＧ
345,2488,ＪＴＰ
346,2489,アドウェイズ
347,2491,バリューコマース
348,2492,インフォマート
349,2493,イーサポートリンク
350,2497,ユナイテッド
351,2498,オリエンタルコンサルタンツホールディングス
352,2499,日本和装ホールディングス
353,2501,サッポロホールディングス
354,2502,アサヒグループホールディングス
355,2503,キリンホールディングス
356,2531,宝ホールディングス
357,2533,オエノンホールディングス
358,2540,養命酒製造
359,2573,北海道コカ・コーラボトリング
360,2579,コカ・コーラ　ボトラーズジャパンホールディングス
361,2585,ライフドリンク　カンパニー
362,2586,フルッタフルッタ
363,2587,サントリー食品インターナショナル
364,2588,プレミアムウォーターホールディングス
365,2590,ダイドーグループホールディングス
366,2593,伊藤園
367,25935,伊藤園 優先株式
368,2594,キーコーヒー
369,2597,ユニカフェ
370,2599,ジャパンフーズ
371,2602,日清オイリオグループ
372,2607,不二製油グループ本社
373,2612,かどや製油
374,2613,Ｊ−オイルミルズ
375,2651,ローソン
376,2652,まんだらけ
377,2653,イオン九州
378,2654,アスモ
379,2656,ベクター
380,2659,サンエー
381,2664,カワチ薬品
382,2666,オートウェーブ
383,2667,イメージ　ワン
384,2668,タビオ
385,2669,カネ美食品
386,2670,エービーシー・マート
387,2673,夢みつけ隊
388,2674,ハードオフコーポレーション
389,2676,高千穂交易
390,2678,アスクル
391,2681,ゲオホールディングス
392,2683,魚喜
393,2685,アダストリア
394,2686,ジーフット
395,2687,シー・ヴイ・エス・ベイエリア
396,2689,オルバヘルスケアホールディングス
397,2692,伊藤忠食品
398,2693,ＹＫＴ
399,2694,焼肉坂井ホールディングス
400,2695,くら寿司
401,2698,キャンドゥ
402,2700,木徳神糧
403,2702,日本マクドナルドホールディングス
404,2705,大戸屋ホールディングス
405,2706,ブロッコリー
406,2708,久世
407,2715,エレマテック
408,2721,ジェイホールディングス
409,2722,アイケイ
410,2726,パルグループホールディングス
411,2730,エディオン
412,2733,あらた
413,2734,サーラコーポレーション
414,2735,ワッツ
415,2736,フェスタリアホールディングス
416,2737,トーメンデバイス
417,2742,ハローズ
418,2743,ピクセルカンパニーズ
419,2747,北雄ラッキー
420,2749,ＪＰホールディングス
421,2750,石光商事
422,2751,テンポスホールディングス
423,2752,フジオフードグループ本社
424,2753,あみやき亭
425,2754,東葛ホールディングス
426,2760,東京エレクトロン　デバイス
427,2761,トシン・グループ
428,2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ
429,2763,エフティグループ
430,2764,ひらまつ
431,2767,円谷フィールズホールディングス
432,2768,双日
433,2769,ウ゛ィレッジウ゛ァンガードコーポレーション
434,2776,新都ホールディングス
435,2777,カッシーナ・イクスシー
436,2778,パレモ・ホールディングス
437,2780,コメ兵ホールディングス
438,2782,セリア
439,2784,アルフレッサ　ホールディングス
440,2788,アップルインターナショナル
441,2789,カルラ
442,2790,ナフコ
443,2791,大黒天物産
444,2792,ハニーズホールディングス
445,2795,日本プリメックス
446,2796,ファーマライズホールディングス
447,2798,ワイズテーブルコーポレーション
448,2801,キッコーマン
449,2802,味の素
450,2804,ブルドックソース
451,2805,ヱスビー食品
452,2806,ユタカフーズ
453,2809,キユーピー
454,2810,ハウス食品グループ本社
455,2811,カゴメ
456,2812,焼津水産化学工業
457,2813,和弘食品
458,2814,佐藤食品工業
459,2815,アリアケジャパン
460,2816,ダイショー
461,2818,ピエトロ
462,2819,エバラ食品工業
463,2820,やまみ
464,2830,アヲハタ
465,2831,はごろもフーズ
466,2871,ニチレイ
467,2872,セイヒョー
468,2874,横浜冷凍
469,2875,東洋水産
470,2876,デルソーレ
471,2877,日東ベスト
472,2882,イートアンドホールディングス
473,2883,大冷
474,2884,ヨシムラ・フード・ホールディングス
475,2892,日本食品化工
476,2894,石井食品
477,2897,日清食品ホールディングス
478,2899,永谷園ホールディングス
479,2901,石垣食品
480,2903,シノブフーズ
481,2904,一正蒲鉾
482,2907,あじかん
483,2908,フジッコ
484,2910,ロック・フィールド
485,2911,旭松食品
486,2914,日本たばこ産業
487,2915,ケンコーマヨネーズ
488,2916,仙波糖化工業
489,2917,大森屋
490,2918,わらべや日洋ホールディングス
491,2922,なとり
492,2923,サトウ食品
493,2924,イフジ産業
494,2926,篠崎屋
495,2927,ＡＦＣ−ＨＤアムスライフサイエンス
496,2929,ファーマフーズ
497,2930,北の達人コーポレーション
498,2931,ユーグレナ
499,2932,ＳＴＩフードホールディングス
500,2933,紀文食品
501,2934,ジェイフロンティア
502,2935,ピックルスホールディングス
503,2961,日本調理機
504,2970,グッドライフカンパニー
505,2975,スター・マイカ・ホールディングス
506,2978,ツクルバ
507,2980,ＳＲＥホールディングス
508,2981,ランディックス
509,2982,ＡＤワークスグループ
510,2983,アールプランナー
511,2984,ヤマイチ・ユニハイムエステート
512,2986,ＬＡホールディングス
513,2987,タスキ
514,2991,ランドネット
515,2993,長栄
516,2997,ストレージ王
517,2998,クリアル
518,2999,ホームポジション
519,3001,片倉工業
520,3002,グンゼ
521,3003,ヒューリック
522,3004,神栄
523,3010,ポラリス・ホールディングス
524,3011,バナーズ
525,3020,アプライド
526,3021,パシフィックネット
527,3023,ラサ商事
528,3024,クリエイト
529,3028,アルペン
530,3030,ハブ
531,3031,ラクーンホールディングス
532,3034,クオールホールディングス
533,3035,ケイティケイ
534,3036,アルコニックス
535,3038,神戸物産
536,3040,ソリトンシステムズ
537,3041,ビューティ花壇
538,3042,セキュアヴェイル
539,3045,カワサキ
540,3046,ジンズホールディングス
541,3048,ビックカメラ
542,3050,ＤＣＭホールディングス
543,3053,ペッパーフードサービス
544,3054,ハイパー
545,3058,三洋堂ホールディングス
546,3059,ヒラキ
547,3063,ジェイグループホールディングス
548,3064,ＭｏｎｏｔａＲＯ
549,3065,ライフフーズ
550,3067,東京一番フーズ
551,3068,ＷＤＩ
552,3069,ＪＦＬＡホールディングス
553,3070,アマガサ
554,3071,ストリーム
555,3073,ＤＤホールディングス
556,3075,銚子丸
557,3076,あい　ホールディングス
558,3077,ホリイフードサービス
559,3079,ディーブイエックス
560,3080,ジェーソン
561,3082,きちりホールディングス
562,3083,シーズメン
563,3085,アークランドサービスホールディングス
564,3086,Ｊ．フロント　リテイリング
565,3087,ドトール・日レスホールディングス
566,3088,マツキヨココカラ＆カンパニー
567,3089,テクノアルファ
568,3091,ブロンコビリー
569,3092,ＺＯＺＯ
570,3093,トレジャー・ファクトリー
571,3094,スーパーバリュー
572,3096,オーシャンシステム
573,3097,物語コーポレーション
574,3099,三越伊勢丹ホールディングス
575,3101,東洋紡
576,3103,ユニチカ
577,3104,富士紡ホールディングス
578,3105,日清紡ホールディングス
579,3106,倉敷紡績
580,3107,ダイワボウホールディングス
581,3109,シキボウ
582,3110,日東紡績
583,3111,オーミケンシ
584,3113,Ｏａｋ　キャピタル
585,3116,トヨタ紡織
586,3121,マーチャント・バンカーズ
587,3123,サイボー
588,3131,シンデン・ハイテックス
589,3132,マクニカホールディングス
590,3133,海帆
591,3134,Ｈａｍｅｅ
592,3135,マーケットエンタープライズ
593,3137,ファンデリー
594,3138,富士山マガジンサービス
595,3139,ラクト・ジャパン
596,3140,ＢＲＵＮＯ
597,3141,ウエルシアホールディングス
598,3143,オーウイル
599,3148,クリエイトＳＤホールディングス
600,3150,グリムス
601,3151,バイタルケーエスケー・ホールディングス
602,3153,八洲電機
603,3154,メディアスホールディングス
604,3156,レスターホールディングス
605,3157,ジューテックホールディングス
606,3159,丸善ＣＨＩホールディングス
607,3160,大光
608,3161,アゼアス
609,3166,ＯＣＨＩホールディングス
610,3167,ＴＯＫＡＩホールディングス
611,3168,黒谷
612,3169,ミサワ
613,3172,ティーライフ
614,3173,Ｃｏｍｉｎｉｘ
615,3174,ハピネス・アンド・ディ
616,3175,エー・ピーホールディングス
617,3176,三洋貿易
618,3177,ありがとうサービス
619,3178,チムニー
620,3179,シュッピン
621,3180,ビューティガレージ
622,3181,買取王国
623,3182,オイシックス・ラ・大地
624,3183,ウイン・パートナーズ
625,3184,ＩＣＤＡホールディングス
626,3185,夢展望
627,3186,ネクステージ
628,3187,サンワカンパニー
629,3189,ＡＮＡＰ
630,3190,ホットマン
631,3191,ジョイフル本田
632,3192,白鳩
633,3193,鳥貴族ホールディングス
634,3195,ジェネレーションパス
635,3196,ホットランド
636,3197,すかいらーくホールディングス
637,3198,ＳＦＰホールディングス
638,3199,綿半ホールディングス
639,3201,日本毛織
640,3202,ダイトウボウ
641,3204,トーア紡コーポレーション
642,3205,ダイドーリミテッド
643,3221,ヨシックスホールディングス
644,3222,ユナイテッド・スーパーマーケット・ホールディングス
645,3223,エスエルディー
646,3224,ゼネラル・オイスター
647,3228,三栄建築設計
648,3231,野村不動産ホールディングス
649,3232,三重交通グループホールディングス
650,3236,プロパスト
651,3237,イントランス
652,3238,セントラル総合開発
653,3241,ウィル
654,3242,アーバネットコーポレーション
655,3244,サムティ
656,3245,ディア・ライフ
657,3246,コーセーアールイー
658,3248,アールエイジ
659,3252,地主
660,3254,プレサンスコーポレーション
661,3261,グランディーズ
662,3264,アスコット
663,3266,ファンドクリエーショングループ
664,3267,フィル・カンパニー
665,3271,ＴＨＥグローバル社
666,3275,ハウスコム
667,3276,ＪＰＭＣ
668,3277,サンセイランディック
669,3280,エストラスト
670,3284,フージャースホールディングス
671,3286,トラストホールディングス
672,3288,オープンハウスグループ
673,3289,東急不動産ホールディングス
674,3291,飯田グループホールディングス
675,3293,アズマハウス
676,3294,イーグランド
677,3297,東武住販
678,3299,ムゲンエステート
679,3300,アンビション　ＤＸ　ホールディングス
680,3302,帝国繊維
681,3306,日本製麻
682,3315,日本コークス工業
683,3316,東京日産コンピュータシステム
684,3317,フライングガーデン
685,3319,ゴルフダイジェスト・オンライン
686,3320,クロスプラス
687,3321,ミタチ産業
688,3322,アルファグループ
689,3323,レカム
690,3326,ランシステム
691,3328,ＢＥＥＮＯＳ
692,3329,東和フードサービス
693,3333,あさひ
694,3341,日本調剤
695,3347,トラスト
696,3349,コスモス薬品
697,3350,レッド・プラネット・ジャパン
698,3352,バッファロー
699,3353,メディカル一光グループ
700,3355,クリヤマホールディングス
701,3358,ワイエスフード
702,3359,ｃｏｔｔａ
703,3360,シップヘルスケアホールディングス
704,3361,トーエル
705,3370,フジタコーポレーション
706,3371,ソフトクリエイトホールディングス
707,3372,関門海
708,3374,内外テック
709,3375,ＺＯＡ
710,3377,バイク王＆カンパニー
711,3382,セブン＆アイ・ホールディングス
712,3386,コスモ・バイオ
713,3387,クリエイト・レストランツ・ホールディングス
714,3388,明治電機工業
715,3391,ツルハホールディングス
716,3392,デリカフーズホールディングス
717,3393,スターティアホールディングス
718,3395,サンマルクホールディングス
719,3396,フェリシモ
720,3397,トリドールホールディングス
721,3399,丸千代山岡家
722,3401,帝人
723,3402,東レ
724,3405,クラレ
725,3407,旭化成
726,3409,北日本紡績
727,3415,ＴＯＫＹＯ　ＢＡＳＥ
728,3416,ピクスタ
729,3417,大木ヘルスケアホールディングス
730,3418,バルニバービ
731,3420,ケー・エフ・シー
732,3421,稲葉製作所
733,3422,Ｊ−ＭＡＸ
734,3423,エスイー
735,3426,アトムリビンテック
736,3431,宮地エンジニアリンググループ
737,3433,トーカロ
738,3434,アルファＣｏ
739,3435,サンコーテクノ
740,3436,ＳＵＭＣＯ
741,3437,特殊電極
742,3439,三ツ知
743,3440,日創プロニティ
744,3441,山王
745,3443,川田テクノロジーズ
746,3444,菊池製作所
747,3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ
748,3446,ジェイテックコーポレーション
749,3447,信和
750,3449,テクノフレックス
751,3452,ビーロット
752,3454,ファーストブラザーズ
753,3457,Ａｎｄ　Ｄｏホールディングス
754,3458,シーアールイー
755,3461,パルマ
756,3464,プロパティエージェント
757,3465,ケイアイスター不動産
758,3467,アグレ都市デザイン
759,3469,デュアルタップ
760,3474,Ｇ−ＦＡＣＴＯＲＹ
761,3475,グッドコムアセット
762,3477,フォーライフ
763,3479,ティーケーピー
764,3480,ジェイ・エス・ビー
765,3482,ロードスターキャピタル
766,3484,テンポイノベーション
767,3486,グローバル・リンク・マネジメント
768,3489,フェイスネットワーク
769,3490,アズ企画設計
770,3491,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ
771,3494,マリオン
772,3495,香陵住販
773,3496,アズーム
774,3497,ＬｅＴｅｃｈ
775,3498,霞ヶ関キャピタル
776,3501,住江織物
777,3512,日本フエルト
778,3513,イチカワ
779,3521,エコナックホールディングス
780,3524,日東製網
781,3526,芦森工業
782,3528,ミライノベート
783,3529,アツギ
784,3536,アクサスホールディングス
785,3537,昭栄薬品
786,3538,ウイルプラスホールディングス
787,3539,ＪＭホールディングス
788,3540,歯愛メディカル
789,3541,農業総合研究所
790,3542,ベガコーポレーション
791,3543,コメダホールディングス
792,3544,サツドラホールディングス
793,3546,アレンザホールディングス
794,3547,串カツ田中ホールディングス
795,3548,バロックジャパンリミテッド
796,3549,クスリのアオキホールディングス
797,3550,スタジオアタオ
798,3551,ダイニック
799,3553,共和レザー
800,3556,リネットジャパングループ
801,3557,ユナイテッド＆コレクティブ
802,3558,ロコンド
803,3559,ピーバンドットコム
804,3560,ほぼ日
805,3561,力の源ホールディングス
806,3562,Ｎｏ．１
807,3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ
808,3565,アセンテック
809,3566,ユニフォームネクスト
810,3569,セーレン
811,3571,ソトー
812,3577,東海染工
813,3578,倉庫精練
814,3580,小松マテーレ
815,3583,オーベクス
816,3591,ワコールホールディングス
817,3593,ホギメディカル
818,3597,自重堂
819,3598,山喜
820,3600,フジックス
821,3604,川本産業
822,3607,クラウディアホールディングス
823,3608,ＴＳＩホールディングス
824,3611,マツオカコーポレーション
825,3612,ワールド
826,3622,ネットイヤーグループ
827,3623,ビリングシステム
828,3624,アクセルマーク
829,3625,テックファームホールディングス
830,3626,ＴＩＳ
831,3627,ＪＮＳホールディングス
832,3628,データホライゾン
833,3632,グリー
834,3633,ＧＭＯペパボ
835,3634,ソケッツ
836,3635,コーエーテクモホールディングス
837,3636,三菱総合研究所
838,3639,ボルテージ
839,3640,電算
840,3641,パピレス
841,3645,メディカルネット
842,3646,駅探
843,3647,ジー・スリーホールディングス
844,3648,ＡＧＳ
845,3649,ファインデックス
846,3652,ディジタルメディアプロフェッショナル
847,3653,モルフォ
848,3655,ブレインパッド
849,3656,ＫＬａｂ
850,3657,ポールトゥウィンホールディングス
851,3659,ネクソン
852,3660,アイスタイル
853,3661,エムアップホールディングス
854,3662,エイチーム
855,3663,セルシス
856,3664,モブキャストホールディングス
857,3665,エニグモ
858,3666,テクノスジャパン
859,3667,ｅｎｉｓｈ
860,3668,コロプラ
861,3670,協立情報通信
862,3671,ソフトマックス
863,3672,オルトプラス
864,3673,ブロードリーフ
865,3674,オークファン
866,3675,クロス・マーケティンググループ
867,3676,デジタルハーツホールディングス
868,3677,システム情報
869,3678,メディアドゥ
870,3679,じげん
871,3680,ホットリンク
872,3681,ブイキューブ
873,3682,エンカレッジ・テクノロジ
874,3683,サイバーリンクス
875,3686,ディー・エル・イー
876,3687,フィックスターズ
877,3688,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ
878,3690,イルグルム
879,3691,デジタルプラス
880,3692,ＦＦＲＩセキュリティ
881,3694,オプティム
882,3695,ＧＭＯリサーチ
883,3696,セレス
884,3697,ＳＨＩＦＴ
885,3698,ＣＲＩ・ミドルウェア
886,3708,特種東海製紙
887,3710,ジョルダン
888,3712,情報企画
889,3719,ジェクシード
890,3723,日本ファルコム
891,3726,フォーシーズＨＤ
892,3727,アプリックス
893,3733,ソフトウェア・サービス
894,3738,ティーガイア
895,3741,セック
896,3744,サイオス
897,3747,インタートレード
898,3750,サイトリ細胞研究所
899,3753,フライトホールディングス
900,3758,アエリア
901,3760,ケイブ
902,3762,テクマトリックス
903,3763,プロシップ
904,3765,ガンホー・オンライン・エンターテイメント
905,3766,システムズ・デザイン
906,3768,リスクモンスター
907,3769,ＧＭＯペイメントゲートウェイ
908,3770,ザッパラス
909,3771,システムリサーチ
910,3772,ウェルス・マネジメント
911,3773,アドバンスト・メディア
912,3774,インターネットイニシアティブ
913,3776,ブロードバンドタワー
914,3777,ＦＨＴホールディングス
915,3778,さくらインターネット
916,3779,ジェイ・エスコムホールディングス
917,3782,ディー・ディー・エス
918,3784,ヴィンクス
919,3787,テクノマセマティカル
920,3788,ＧＭＯグローバルサイン・ホールディングス
921,3791,ＩＧポート
922,3793,ドリコム
923,3796,いい生活
924,3798,ＵＬＳグループ
925,3799,キーウェアソリューションズ
926,3800,ユニリタ
927,3802,エコミック
928,3803,イメージ情報開発
929,3804,システム　ディ
930,3807,フィスコ
931,3810,サイバーステップ
932,3814,アルファクス・フード・システム
933,3815,メディア工房
934,3816,大和コンピューター
935,3817,ＳＲＡホールディングス
936,3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ
937,3825,リミックスポイント
938,3826,システムインテグレータ
939,3834,朝日ネット
940,3835,ｅＢＡＳＥ
941,3836,アバントグループ
942,3837,アドソル日進
943,3839,ＯＤＫソリューションズ
944,3840,パス
945,3841,ジーダット
946,3842,ネクストジェン
947,3843,フリービット
948,3844,コムチュア
949,3845,アイフリークモバイル
950,3847,パシフィックシステム
951,3848,データ・アプリケーション
952,3850,エヌ・ティ・ティ・データ・イントラマート
953,3851,日本一ソフトウェア
954,3852,サイバーコム
955,3853,アステリア
956,3854,アイル
957,3856,Ａｂａｌａｎｃｅ
958,3857,ラック
959,3858,ユビキタスＡＩ
960,3861,王子ホールディングス
961,3863,日本製紙
962,3864,三菱製紙
963,3865,北越コーポレーション
964,3877,中越パルプ工業
965,3878,巴川製紙所
966,3880,大王製紙
967,3891,ニッポン高度紙工業
968,3892,岡山製紙
969,3895,ハビックス
970,3896,阿波製紙
971,3900,クラウドワークス
972,3901,マークラインズ
973,3902,メディカル・データ・ビジョン
974,3903,ｇｕｍｉ
975,3904,カヤック
976,3905,データセクション
977,3906,ＡＬＢＥＲＴ
978,3907,シリコンスタジオ
979,3908,コラボス
980,3909,ショーケース
981,3910,エムケイシステム
982,3911,Ａｉｍｉｎｇ
983,3912,モバイルファクトリー
984,3913,ｓＭｅｄｉｏ
985,3914,ＪＩＧ−ＳＡＷ
986,3915,テラスカイ
987,3916,デジタル・インフォメーション・テクノロジー
988,3917,アイリッジ
989,3918,ＰＣＩホールディングス
990,3920,アイビーシー
991,3921,ネオジャパン
992,3922,ＰＲ　ＴＩＭＥＳ
993,3923,ラクス
994,3924,ランドコンピュータ
